Name,U.S. Dollar Index
2021-07-09,92.10119999999999
2021-07-08,92.37570000000001
2021-07-07,92.72059999999999
2021-07-06,92.5395
2021-07-05,92.25659999999999
2021-07-02,92.2452
2021-07-01,92.5361
2021-06-30,92.3671
2021-06-29,92.0941
2021-06-28,91.87950000000001
2021-06-25,91.8057
2021-06-24,91.81530000000001
2021-06-23,91.8138
2021-06-22,91.7193
2021-06-21,91.8554
2021-06-18,92.32169999999999
2021-06-17,91.90960000000001
2021-06-16,91.4019
2021-06-15,90.52199999999999
2021-06-14,90.5077
2021-06-11,90.5093
2021-06-10,90.0465
2021-06-09,90.1324
2021-06-08,90.1144
2021-06-07,89.9816
2021-06-04,90.1393
2021-06-03,90.49499999999999
2021-06-02,89.8985
2021-06-01,89.9314
2021-05-31,89.8467
2021-05-28,90.0547
2021-05-27,90.00150000000001
2021-05-26,90.0576
2021-05-25,89.66850000000001
2021-05-24,89.83630000000001
2021-05-21,90.0432
2021-05-20,89.7602
2021-05-19,90.1828
2021-05-18,89.795
2021-05-17,90.2163
2021-05-14,90.3094
2021-05-13,90.73700000000001
2021-05-12,90.8033
2021-05-11,90.1777
2021-05-10,90.3102
2021-05-07,90.2395
2021-05-06,90.8715
2021-05-05,91.267
2021-05-04,91.2831
2021-05-03,90.96979999999999
2021-04-30,91.2985
2021-04-29,90.6555
2021-04-28,90.6064
2021-04-27,90.8749
2021-04-26,90.84049999999999
2021-04-23,90.8295
2021-04-22,91.2774
2021-04-21,91.1151
2021-04-20,91.1943
2021-04-19,91.0992
2021-04-16,91.5363
2021-04-15,91.6795
2021-04-14,91.6507
2021-04-13,91.84440000000001
2021-04-12,92.10650000000001
2021-04-09,92.1766
2021-04-08,92.0645
2021-04-07,92.4201
2021-04-06,92.2895
2021-04-05,92.5911
2021-04-02,92.99770000000001
2021-04-01,92.8963
2021-03-31,93.1839
2021-03-30,93.286
2021-03-29,92.9354
2021-03-26,92.7252
2021-03-25,92.8846
2021-03-24,92.5886
2021-03-23,92.3527
2021-03-22,91.8031
2021-03-19,91.9493
2021-03-18,91.8283
2021-03-17,91.9738
2021-03-16,91.8752
2021-03-15,91.8032
2021-03-12,91.6676
2021-03-11,91.41720000000001
2021-03-10,91.7818
2021-03-09,91.9696
2021-03-08,92.40740000000001
2021-03-05,91.997
2021-03-04,91.61410000000001
2021-03-03,90.9909
2021-03-02,90.7646
2021-03-01,91.0173
2021-02-26,90.9399
2021-02-25,90.2149
2021-02-24,90.0435
2021-02-23,90.1173
2021-02-22,90.0869
2021-02-19,90.3398
2021-02-18,90.5555
2021-02-17,90.91460000000001
2021-02-16,90.5987
2021-02-15,90.3644
2021-02-12,90.4443
2021-02-11,90.40379999999999
2021-02-10,90.4287
2021-02-09,90.44
2021-02-08,90.9682
2021-02-05,90.9921
2021-02-04,91.5513
2021-02-03,91.11290000000001
2021-02-02,91.0431
2021-02-01,91.0272
2021-01-29,90.53819999999999
2021-01-28,90.54050000000001
2021-01-27,90.5917
2021-01-26,90.18690000000001
2021-01-25,90.351
2021-01-22,90.2112
2021-01-21,90.0839
2021-01-20,90.46010000000001
2021-01-19,90.48819999999999
2021-01-18,90.77159999999999
2021-01-15,90.79
2021-01-14,90.25
2021-01-13,90.32
2021-01-12,90.04
2021-01-11,90.55
2021-01-08,90.0651
2021-01-07,89.827
2021-01-06,89.41669999999999
2021-01-05,89.4754
2021-01-04,89.87780000000001
2020-12-31,89.9583
2020-12-30,89.6001
2020-12-29,90.00399999999999
2020-12-28,90.28410000000001
2020-12-25,90.3331
2020-12-24,90.3026
2020-12-23,90.3475
2020-12-22,90.6334
2020-12-21,90.0816
2020-12-18,89.92
2020-12-17,89.77
2020-12-16,90.22
2020-12-15,90.5843
